"Word","Auditory.mean","Gustatory.mean","Haptic.mean","Interoceptive.mean","Olfactory.mean","Visual.mean","Foot_leg.mean","Hand_arm.mean","Head.mean","Mouth.mean","Torso.mean","Auditory.SD","Gustatory.SD","Haptic.SD","Interoceptive.SD","Olfactory.SD","Visual.SD","Foot_leg.SD","Hand_arm.SD","Head.SD","Mouth.SD","Torso.SD","Max_strength.perceptual","Minkowski3.perceptual","Exclusivity.perceptual","Dominant.perceptual","Max_strength.action","Minkowski3.action","Exclusivity.action","Dominant.action","Max_strength.sensorimotor","Minkowski3.sensorimotor","Exclusivity.sensorimotor","Dominant.sensorimotor","N_known.perceptual","List_N.perceptual","Percent_known.perceptual","N_known.action","List_N.action","Percent_known.action","Mean_age.perceptual","Mean_age.action","List#.perceptual","List#.action"
"limp",1.235294118,0,2.411764706,2.058823529,0.117647059,4.058823529,3.55,1.55,1.6,0.7,0.9,1.640480561,0,2.237711541,2.164214298,0.332105582,1.819017188,1.820208201,1.731290969,2.087557122,1.592746717,1.410487038,4.058823529,4.506279664,0.410714286,"Visual",3.55,3.771128144,0.343373494,"Foot_leg",4.058823529,5.25525125,0.223228729,"Visual",17,18,0.944444444444444,20,20,1,41.29411765,33.1,"PN_Sample_149.csv","MN_sample_149.csv"
"lion",3.882352941,0.470588235,1.823529412,0.941176471,0.941176471,4.823529412,0.285714286,0.571428571,2.714285714,0.428571429,0.238095238,1.166316474,1.280510009,2.324739075,1.853057886,1.748949264,0.52859414,1.10194633,1.028174527,1.978455386,1.247855303,0.700340053,4.823529412,5.631319787,0.337899543,"Visual",2.714285714,2.727887095,0.584269663,"Head",4.823529412,5.83708195,0.26783377,"Visual",17,17,1,21,21,1,34,40.33333333,"PN_Sample_475.csv","MN_sample_475.csv"
"listening",4.9,0.1,0.25,1.15,0.05,1.4,0.142857143,0.333333333,4.80952381,0.19047619,0.238095238,0.447213595,0.447213595,0.786397516,1.531253357,0.223606798,1.95744194,0.654653671,1.064581295,0.601585208,0.679635757,0.768424486,4.9,4.958735383,0.617834395,"Auditory",4.80952381,4.810393471,0.816666667,"Head",4.9,6.155584223,0.357556609,"Auditory",20,20,1,21,21,1,33.1,36.19047619,"PN_Sample_568.csv","MN_sample_568.csv"
"lobster",0.611111111,3.611111111,2.388888889,0,2.388888889,3.888888889,0.588235294,2.764705882,3,4.294117647,1.294117647,0.978527639,1.944491129,1.85151413,0,2.004080804,1.604731566,0.939336437,2.165912388,2.121320344,1.403776419,1.686887144,3.888888889,5.109539705,0.301724138,"Visual",4.294117647,5.061693088,0.310344828,"Mouth",4.294117647,6.407616935,0.172940247,"Mouth",18,18,1,17,17,1,36.83333333,42.64705882,"PN_Sample_673.csv","MN_sample_673.csv"
"logic",3.1,0,0,2.3,0,1.85,0.238095238,0.476190476,4.047619048,2,0.285714286,2.149663376,0,0,2.29645035,0,1.980829172,0.700340053,1.167006753,1.499206139,1.949358869,0.717137166,3.1,3.641536027,0.427586207,"Auditory",4.047619048,4.206976951,0.540540541,"Head",4.047619048,4.969783884,0.283097419,"Head",20,20,1,21,21,1,32.05,37.47619048,"PN_Sample_759.csv","MN_sample_759.csv"
"look after",1.315789474,0.052631579,0.526315789,0.526315789,0,2.842105263,0.736842105,1.368421053,4.263157895,0.947368421,0.526315789,1.66842013,0.229415734,1.073334423,1.306752593,0,1.951158001,0.991189256,1.342076596,1.194529441,1.470966584,0.841191024,2.842105263,2.944422854,0.54,"Visual",4.263157895,4.334558767,0.476510067,"Head",4.263157895,4.746963413,0.325301205,"Head",19,19,1,19,19,1,38.42105263,40.84210526,"PN_Sample_204.csv","MN_sample_204.csv"
"looks",0.588235294,0.058823529,0.235294118,0.647058824,0.117647059,4.294117647,0.7,0.8,4.6,0.7,0.8,1.416810835,0.242535625,0.664211164,1.271867548,0.48507125,1.212678125,1.559352092,1.641565363,0.88257995,1.380312703,1.641565363,4.294117647,4.302944911,0.712871287,"Visual",4.6,4.626781393,0.513157895,"Head",4.6,5.632763573,0.335360556,"Head",17,17,1,20,20,1,35.64705882,40.8,"PN_Sample_450.csv","MN_sample_450.csv"
"lose",1.333333333,0,0.277777778,2.277777778,0.055555556,2.444444444,0.7,0.75,2.45,0.75,0.7,1.533929978,0,0.95828005,2.080880909,0.23570226,1.947010445,1.260743306,1.251315098,2.163695669,1.164157703,1.260743306,2.444444444,3.065805796,0.382608696,"Visual",2.45,2.532164406,0.327102804,"Head",2.45,3.558259946,0.208707998,"Head",18,18,1,20,20,1,33.72222222,38.15,"PN_Sample_304.csv","MN_sample_304.csv"
"lottery",1.5,0.222222222,1.166666667,0.555555556,0.166666667,3.055555556,0.047619048,1.571428571,2.285714286,0.333333333,0.19047619,1.72353945,0.732084498,1.465284554,1.293523334,0.514495755,1.954548909,0.21821789,1.832250763,2.148088852,0.730296743,0.511766316,3.055555556,3.229351809,0.433333333,"Visual",2.285714286,2.512799063,0.505376344,"Head",3.055555556,3.672802683,0.271101574,"Visual",18,18,1,21,21,1,37.77777778,37.95238095,"PN_Sample_674.csv","MN_sample_674.csv"
"love",2.055555556,0.722222222,3,4.388888889,1.055555556,2.666666667,1.5,2.444444444,3.666666667,3.611111111,3.333333333,2.013840996,1.319784098,1.782265577,1.334558261,1.589384721,2,2.065116433,2.202197358,1.909727421,1.85151413,1.909727421,4.388888889,5.201644285,0.264,"Interoceptive",3.666666667,5.329818608,0.148854962,"Head",4.388888889,6.63538846,0.12890625,"Interoceptive",18,18,1,18,18,1,34.72222222,39.88888889,"PN_Sample_067.csv","MN_sample_067.csv"
"love song",4.5,0.125,0.3125,0.8125,0.125,0.625,0.2,0.65,3.35,2.15,0.6,1.095445115,0.5,0.87321246,1.600781059,0.5,1.087811258,0.523148364,1.225818738,1.980829172,2.007223796,1.046296728,4.5,4.513374881,0.673076923,"Auditory",3.35,3.635058075,0.45323741,"Head",4.5,5.192151825,0.32527881,"Auditory",16,16,1,20,20,1,35.375,35.3,"PN_Sample_588.csv","MN_sample_588.csv"
"loyalty",1.55,0,0,2.6,0,2.35,0.863636364,1.363636364,3.454545455,2.590909091,1.090909091,1.700619082,0,0,2.062190966,0,1.980829172,1.582507189,1.760558746,1.818614667,2.322951548,1.743261609,2.6,3.248409478,0.4,"Interoceptive",3.454545455,3.981088731,0.276699029,"Head",3.454545455,4.600603165,0.217765043,"Head",20,20,1,22,22,1,38.45,38.27272727,"PN_Sample_386.csv","MN_sample_386.csv"
"luck",1.052631579,0,0.421052632,2.789473684,0,2,1,1.388888889,2.888888889,2.166666667,1.388888889,1.223550581,0,1.017392608,1.781976037,0,1.825741858,1.571810496,1.85151413,1.906301898,2.065116433,1.819466272,2.789473684,3.139567329,0.445378151,"Interoceptive",2.888888889,3.438078387,0.213836478,"Head",2.888888889,4.152173848,0.191361611,"Head",19,19,1,18,18,1,36.26315789,42.05555556,"PN_Sample_172.csv","MN_sample_172.csv"
"lump",0.111111111,0.166666667,3.888888889,1.555555556,0,3.888888889,0.684210526,2.684210526,2.105263158,0.947368421,1.157894737,0.471404521,0.514495755,1.450715397,1.503807803,0,1.131832917,1.157230006,2.135744252,2.051956704,1.614988277,1.572795031,3.888888889,4.951490187,0.404624277,"Haptic",2.684210526,3.154616481,0.263888889,"Hand_arm",3.888888889,5.346038299,0.226228951,"Visual",18,18,1,19,20,0.95,35.44444444,40.47368421,"PN_Sample_182.csv","MN_sample_182.csv"
"lust",0.777777778,0.166666667,1.555555556,3.611111111,0.555555556,1.888888889,1.55,2.05,3.8,2.5,2.7,1.262842525,0.514495755,1.947010445,1.753614381,1.096637761,1.676441922,2.089447169,2.089447169,1.609184167,2.282657731,2.178845663,3.611111111,3.876194434,0.402597403,"Interoceptive",3.8,4.680239961,0.178571429,"Head",3.8,5.437398926,0.171743697,"Head",18,18,1,20,20,1,36.38888889,39.15,"PN_Sample_742.csv","MN_sample_742.csv"
"luxury",0.8125,0.6875,1.625,0.8125,0.5625,3.5,1.619047619,2.428571429,2.666666667,2.19047619,1.619047619,1.167261753,0.946484724,1.454876856,1.223042654,0.727438428,1.788854382,1.802115159,1.832250763,1.932183566,1.88730092,1.716863142,3.5,3.652864436,0.3671875,"Visual",2.666666667,3.739316757,0.099547511,"Head",3.5,4.657419191,0.158579692,"Visual",16,16,1,21,21,1,39.0625,39.14285714,"PN_Sample_492.csv","MN_sample_492.csv"
"magazine",0.611111111,0,2.944444444,0,0.444444444,4.277777778,0,3.277777778,3.777777778,0.055555556,0.166666667,0.777544316,0,2.12747357,0,0.704792186,1.447332457,0,2.052417672,2.016273661,0.23570226,0.514495755,4.277777778,4.704542374,0.516778523,"Visual",3.777777778,4.467011951,0.519083969,"Head",4.277777778,5.781589912,0.275,"Visual",18,18,1,18,19,0.947368421052632,33.5,36.33333333,"PN_Sample_367.csv","MN_sample_367.csv"
"mail",0.55,0,2.65,0.15,0.1,4.3,0.714285714,2.952380952,2.952380952,0.80952381,0.571428571,1.316894273,0,2.058998223,0.670820393,0.447213595,0.97872097,1.309307341,1.716863142,1.883512423,1.327367606,1.075705748,4.3,4.614938439,0.55483871,"Visual",2.952380952,3.745641074,0.297619048,"Hand_arm",4.3,5.32316985,0.273015873,"Visual",20,20,1,21,21,1,42.55,37.38095238,"PN_Sample_312.csv","MN_sample_312.csv"
"maintenance",1.411764706,0,1.470588235,0.235294118,0,3.117647059,0.857142857,2.428571429,1.904761905,0.142857143,0.80952381,1.416810835,0,2.034626718,0.752446989,0,1.615640467,1.062342425,1.912365775,1.997617629,0.358568583,1.249761882,3.117647059,3.311371555,0.5,"Visual",2.428571429,2.818813497,0.372093023,"Hand_arm",3.117647059,3.886547197,0.251866938,"Visual",17,17,1,21,21,1,40.52941176,36.04761905,"PN_Sample_752.csv","MN_sample_752.csv"
"malaria",0.444444444,0.055555556,0.5,2.611111111,0.277777778,1.666666667,1.1,1.3,2.15,2.3,2.05,0.704792186,0.23570226,1.150447483,2.452822837,0.669113158,1.748949264,1.682729612,1.894590638,2.230765741,2.319255779,2.01246118,2.611111111,2.83004731,0.46,"Interoceptive",2.3,3.247485234,0.134831461,"Mouth",2.611111111,3.846583211,0.176787087,"Interoceptive",18,20,0.9,20,20,1,29.61111111,37.95,"PN_Sample_307.csv","MN_sample_307.csv"
"malevolence",2.533333333,0.133333333,0.333333333,1.866666667,0.2,3.066666667,0.142857143,0.285714286,3.071428571,1.642857143,0.214285714,1.597617273,0.351865775,0.723746864,2.030716505,0.414039336,1.869555588,0.36313652,0.726273039,2.055547306,2.023216892,0.801783726,3.066666667,3.724126976,0.360655738,"Visual",3.071428571,3.221886773,0.546666667,"Head",3.071428571,4.398472976,0.217790328,"Head",15,18,0.833333333333333,14,20,0.7,33.2,36.92857143,"PN_Sample_046.csv","MN_sample_046.csv"
"malice",2.8,0.05,0.45,3.1,0.15,3.1,0.45,0.85,2.35,2.4,0.4,1.823819012,0.223606798,0.887041208,1.889026483,0.366347549,1.682729612,1.190974833,1.598519051,2.033275812,2.186080366,0.88257995,3.1,4.337912894,0.316062176,"Visual",2.4,3.021005359,0.310077519,"Mouth",3.1,4.779772373,0.189440994,"Visual",20,20,1,20,20,1,39.35,43.4,"PN_Sample_500.csv","MN_sample_500.csv"
"man",3.647058824,1.352941176,2.823529412,2.235294118,2.235294118,4.058823529,1.176470588,2.058823529,3.352941176,1.411764706,1.882352941,1.617914416,1.93459222,1.704233483,1.855040827,1.786386428,1.29762226,1.590412451,1.919328927,1.729926894,1.583462327,1.866894244,4.058823529,5.459190642,0.165467626,"Visual",3.352941176,3.860461244,0.220238095,"Head",4.058823529,6.038932364,0.109865471,"Visual",17,17,1,17,17,1,33.47058824,37.64705882,"PN_Sample_128.csv","MN_sample_128.csv"
"manure",0.294117647,0.117647059,1.294117647,0.294117647,3.588235294,2.882352941,1.523809524,1.571428571,2.761904762,1.19047619,0.619047619,0.848874688,0.332105582,1.571810496,0.685994341,1.905873275,2.260595965,1.88730092,1.690308509,1.868281614,1.721018525,1.07126983,3.588235294,4.167212105,0.409722222,"Olfactory",2.761904762,3.121367972,0.279503106,"Head",3.588235294,4.684172953,0.215066829,"Olfactory",17,17,1,21,21,1,38,37.80952381,"PN_Sample_631.csv","MN_sample_631.csv"
"map",0.227272727,0,1.772727273,0.227272727,0.181818182,4.409090909,0.55,2.5,3.2,0.4,0.4,0.428932027,0,2.114165786,0.869143979,0.664498639,1.007547277,1.316894273,1.572795031,1.609184167,0.820782682,1.095445115,4.409090909,4.503100515,0.646666667,"Visual",3.2,3.651506853,0.397163121,"Head",4.409090909,5.192504748,0.317928548,"Visual",22,22,1,20,21,0.952380952380952,35.59090909,36.25,"PN_Sample_048.csv","MN_sample_048.csv"
"march",2.722222222,0,0.611111111,0.944444444,0.277777778,4.111111111,3.6,1.55,1.35,0.55,1.35,1.775836358,0,1.500544563,1.474178624,1.178511302,1.676441922,2.137386501,1.761428846,1.843195166,1.145931017,1.899445903,4.111111111,4.49378471,0.474358974,"Visual",3.6,3.813685648,0.363095238,"Foot_leg",4.111111111,5.268220199,0.240885417,"Visual",18,18,1,20,20,1,34.11111111,37.2,"PN_Sample_649.csv","MN_sample_649.csv"
"market",2.380952381,0.571428571,1.238095238,0.523809524,1.80952381,4.380952381,1.333333333,1.904761905,2.142857143,1.19047619,0.857142857,1.716863142,1.362770288,1.70014005,1.289148852,1.778174559,0.920662287,1.74164673,2.047065263,1.982062418,1.778174559,1.681835732,4.380952381,4.728649248,0.35371179,"Visual",2.142857143,2.777957963,0.173076923,"Head",4.380952381,5.028778362,0.21038961,"Visual",21,21,1,21,21,1,35.71428571,36.47619048,"PN_Sample_661.csv","MN_sample_661.csv"
"marriage",1.4,0.25,0.95,1.95,0.45,3.25,1.526315789,2.105263158,3.105263158,2.315789474,1.789473684,1.69829636,1.118033989,1.637552731,1.877147893,1.276302225,1.743408639,2.245202813,2.282657731,1.969058908,2.237375237,2.250406071,3.25,3.568739757,0.363636364,"Visual",3.105263158,3.936048661,0.145631068,"Head",3.25,4.73901842,0.157133012,"Visual",20,20,1,19,19,1,35.83333333,38.47368421,"PN_Sample_388.csv","MN_sample_388.csv"
"marsupial",1.888888889,0.111111111,1.388888889,0,0.944444444,4.111111111,0.7,1.2,1.7,0.45,0.65,1.906301898,0.471404521,1.613869624,0,1.551933224,1.450715397,1.490319641,1.673320053,1.922169827,1.050062655,1.460893742,4.111111111,4.304289912,0.486842105,"Visual",1.7,1.944274241,0.265957447,"Head",4.111111111,4.432659002,0.312764159,"Visual",18,20,0.9,20,21,0.952380952380952,32.27777778,36.75,"PN_Sample_568.csv","MN_sample_568.csv"
"mask",0.2,0,2.066666667,0.466666667,0.066666667,4,0.052631579,1.368421053,4.368421053,1.421052632,0.157894737,0.414039336,0,1.94446712,1.125462868,0.25819889,1.463850109,0.229415734,1.832136771,1.342076596,1.502434671,0.501459857,4,4.178134453,0.588235294,"Visual",4.368421053,4.461385513,0.585714286,"Head",4.368421053,5.448400403,0.308320951,"Head",15,15,1,19,19,1,35.73333333,39.42105263,"PN_Sample_068.csv","MN_sample_068.csv"
"massacre",2.647058824,0.058823529,0.705882353,0.764705882,0.352941176,3.588235294,1.421052632,2.473684211,2.263157895,1.105263158,1.157894737,1.93459222,0.242535625,1.490163828,1.562426469,0.785905248,1.804813825,1.502434671,1.775400457,2.050531239,1.242521488,1.213953957,3.588235294,4.032872471,0.434782609,"Visual",2.473684211,3.191273623,0.1625,"Hand_arm",3.588235294,4.611871313,0.21340322,"Visual",17,17,1,19,19,1,42.05882353,35.47368421,"PN_Sample_728.csv","MN_sample_728.csv"
"master",1.9375,0.25,0.5625,1.9375,0.125,2.875,1,1.727272727,3.181818182,2.363636364,1.181818182,2.015564437,0.683130051,0.963932916,1.948289848,0.5,1.962141687,1.718249386,2.142135521,1.867934016,1.890967365,1.867934016,2.875,3.376820862,0.357723577,"Visual",3.181818182,3.761514543,0.230769231,"Head",3.181818182,4.509891871,0.178322837,"Head",16,16,1,22,22,1,33.125,36.31818182,"PN_Sample_614.csv","MN_sample_614.csv"
"masturbate",1.866666667,1.066666667,4.333333333,4.2,1.133333333,3.4,1.428571429,4.285714286,1.714285714,0.714285714,2.619047619,2.099886618,1.907379154,1.397276262,1.320173149,1.807392228,1.843908891,1.963961012,1.677583296,1.95301964,1.488047618,2.060975266,4.333333333,5.886149643,0.204166667,"Haptic",4.285714286,4.717695598,0.331858407,"Hand_arm",4.333333333,6.760148305,0.135231317,"Haptic",15,15,1,21,21,1,41.73333333,37.33333333,"PN_Sample_643.csv","MN_sample_643.csv"
"material",1,0.842105263,3.947368421,0.842105263,1.105263158,3.947368421,1.2,2.65,2.45,0.9,1.05,1.699673171,1.641921567,1.580213917,1.675415633,1.760515608,1.649029486,1.7651599,1.926955603,1.848897253,1.618966532,1.700619082,3.947368421,5.020688927,0.265765766,"Visual",2.65,3.330130396,0.212121212,"Hand_arm",3.947368421,5.468006808,0.155775578,"Visual",19,19,1,20,20,1,34.94736842,35.55,"PN_Sample_490.csv","MN_sample_490.csv"
"meadow",0.684210526,0.052631579,1.578947368,0.578947368,1.578947368,4.315789474,2.105263158,1.736842105,2.473684211,0.526315789,1.105263158,1.002919714,0.229415734,1.643701428,1.169795304,1.70996392,1.204280863,2.131633094,1.851188965,2.064741605,1.218761715,1.791794161,4.315789474,4.460953304,0.48502994,"Visual",2.473684211,3.148220883,0.245033113,"Head",4.315789474,4.932100525,0.254716981,"Visual",19,20,0.95,19,20,0.95,40.05263158,36.78947368,"PN_Sample_793.csv","MN_sample_793.csv"
"meal",0.85,4.85,2.95,2.35,4.25,4,0.25,2.45,1.95,4.5,1.85,1.268027893,0.489360485,1.605090586,1.926955603,0.966545667,1.376494403,0.638666374,1.848897253,1.66938375,1.235441536,1.531253357,4.85,6.650260038,0.207792208,"Gustatory",4.5,4.926844886,0.386363636,"Mouth",4.85,7.451283505,0.152066116,"Gustatory",20,20,1,20,20,1,36.05,39.6,"PN_Sample_145.csv","MN_sample_145.csv"
"meaning",3.470588235,0.705882353,0.823529412,2.294117647,0.705882353,2.647058824,0.055555556,0.388888889,3.055555556,1.777777778,0.055555556,1.907801322,1.686887144,1.667156791,2.201269687,1.686887144,1.902011319,0.23570226,1.144752164,2.071436621,2.289504327,0.23570226,3.470588235,4.19240406,0.259668508,"Auditory",3.055555556,3.246133827,0.5625,"Head",3.470588235,4.760622738,0.213701431,"Auditory",17,18,0.944444444444444,18,18,1,31.0625,36.27777778,"PN_Sample_770.csv","MN_sample_770.csv"
"meantime",0.722222222,0.055555556,0.111111111,1.388888889,0.055555556,0.666666667,0.176470588,0.294117647,2.235294118,0.647058824,0.176470588,1.319784098,0.23570226,0.471404521,1.819466272,0.23570226,1.283377896,0.727606875,0.985184366,2.016476251,1.221739358,0.727606875,1.388888889,1.496868945,0.444444444,"Interoceptive",2.235294118,2.255612907,0.583333333,"Head",2.235294118,2.456859484,0.333833834,"Head",18,19,0.947368421052632,17,17,1,37.05555556,39.29411765,"PN_Sample_487.csv","MN_sample_487.csv"
"measles",0.526315789,0.052631579,1.052631579,2.421052632,0.210526316,3.157894737,1.789473684,2.157894737,2.157894737,0.684210526,2,1.263523339,0.229415734,1.614988277,2.340840055,0.630603535,2.115108558,2.175084861,2.141213516,2.061907367,1.416279617,2.134374746,3.157894737,3.60893056,0.418439716,"Visual",2.157894737,3.244277298,0.167664671,"Head",3.157894737,4.329439027,0.191558442,"Visual",19,19,1,19,20,0.95,38.21052632,38.52631579,"PN_Sample_359.csv","MN_sample_359.csv"
"medicine",0.65,3.9,2.65,2.95,2.15,3.7,0.722222222,2,3,4,1.555555556,1.460893742,1.372665482,1.663066287,1.700619082,1.926955603,1.688973528,1.227410261,1.495090003,1.680336101,1.45521375,1.652884189,3.9,5.478894319,0.203125,"Gustatory",4,4.689682741,0.290640394,"Mouth",4,6.444158925,0.122810591,"Mouth",20,20,1,18,18,1,38.3,36.5,"PN_Sample_105.csv","MN_sample_105.csv"
"meditate",1.611111111,0.222222222,1.5,3.333333333,0.5,1.722222222,1.684210526,1.842105263,4.105263158,2.105263158,2,1.753614381,0.732084498,1.790497795,1.84709629,1.150447483,1.601673961,2.083070159,2.141213516,1.629408101,2.306867449,2.134374746,3.333333333,3.680051749,0.35,"Interoceptive",4.105263158,4.603303427,0.206278027,"Head",4.105263158,5.282223421,0.188261979,"Head",18,19,0.947368421052632,19,19,1,35.72222222,41.31578947,"PN_Sample_010.csv","MN_sample_010.csv"
"meditation",1.166666667,0.277777778,0.777777778,3.277777778,0.333333333,2.388888889,0.952380952,0.952380952,3.476190476,1.142857143,1.571428571,1.465284554,0.751903902,1.003262651,1.872574684,0.685994341,1.786843714,1.203170415,1.244033379,1.806074407,1.590148241,1.535298947,3.277777778,3.707598372,0.364864865,"Interoceptive",3.476190476,3.661962178,0.311764706,"Head",3.476190476,4.642710255,0.196011673,"Head",18,18,1,21,21,1,37.77777778,37.95238095,"PN_Sample_674.csv","MN_sample_674.csv"
"meeting",3.058823529,0.117647059,0.470588235,0.647058824,0.117647059,3.941176471,1.222222222,1.666666667,3,2.611111111,0.833333333,1.951620744,0.48507125,1.007326105,1.114740803,0.332105582,1.434860108,1.832887646,2,2.142016642,1.883016631,1.58113883,3.941176471,4.484982932,0.457746479,"Visual",3,3.728593167,0.232142857,"Head",3.941176471,5.217742327,0.216186253,"Visual",17,18,0.944444444444444,18,18,1,35,35.11111111,"PN_Sample_511.csv","MN_sample_511.csv"
"melancholy",1.941176471,0.058823529,0.294117647,4.294117647,0.117647059,1.941176471,0.263157895,0.315789474,2.842105263,0.842105263,0.421052632,2.192902991,0.242535625,0.848874688,1.403776419,0.48507125,2.105664629,0.733492806,0.820069887,1.893355572,1.462993806,1.017392608,4.294117647,4.544218835,0.489795918,"Interoceptive",2.842105263,2.871573886,0.550561798,"Head",4.294117647,4.898161096,0.317696238,"Interoceptive",17,17,1,19,19,1,33.05882353,36.05263158,"PN_Sample_448.csv","MN_sample_448.csv"
"melody",4.45,0,0.15,0.6,0,0.55,0.35,0.65,4.1,1.6,0.3,1.276302225,0,0.670820393,1.273205652,0,1.145931017,0.933302004,1.268027893,1.552586975,2.062190966,0.923380517,4.45,4.456483836,0.773913043,"Auditory",4.1,4.186226612,0.542857143,"Head",4.45,5.449884968,0.349019608,"Auditory",20,20,1,20,20,1,37.85,40.1,"PN_Sample_280.csv","MN_sample_280.csv"
"memorize",2.333333333,0.444444444,0.944444444,1.944444444,0.444444444,2.444444444,0.842105263,0.736842105,4.052631579,1.052631579,0.789473684,1.909727421,1.247219129,1.589384721,1.893400993,1.247219129,2.092626332,1.42451387,1.147078669,1.682382048,1.268143184,1.548438187,2.444444444,3.292105347,0.233766234,"Visual",4.052631579,4.105828267,0.443661972,"Head",4.052631579,4.716121427,0.225100328,"Head",18,18,1,19,19,1,30.94444444,36.84210526,"PN_Sample_205.csv","MN_sample_205.csv"
"memory",1.052631579,0.473684211,0.421052632,2.842105263,0.526315789,1.315789474,0.380952381,0.571428571,4.285714286,0.857142857,0.428571429,1.311220136,0.841191024,0.692482609,2.034785216,0.964274111,1.827342684,1.07126983,1.362770288,1.309307341,1.558387445,1.121223821,2.842105263,2.989906302,0.365079365,"Interoceptive",4.285714286,4.30289206,0.598540146,"Head",4.285714286,4.738508384,0.296818442,"Head",19,19,1,21,21,1,33.52631579,36.80952381,"PN_Sample_343.csv","MN_sample_343.csv"
"mend",0.888888889,0,2.444444444,1,0,3.222222222,0.6,3.2,2.3,1,0.65,1.450715397,0,1.822158456,1.714985851,0,1.733936547,1.391704748,2.067289097,1.922169827,1.589438828,1.496487115,3.222222222,3.678227633,0.426470588,"Visual",3.2,3.594064938,0.335483871,"Hand_arm",3.222222222,4.581870757,0.210526316,"Visual",18,18,1,20,20,1,38.72222222,41.3,"PN_Sample_791.csv","MN_sample_791.csv"
"mentality",2.421052632,0.421052632,0.421052632,3,0.263157895,2.315789474,0.105263158,0.210526316,3.315789474,1.052631579,0.052631579,1.894899278,1.261207071,0.96123702,2.108185107,0.805681579,1.765491168,0.458831468,0.917662935,2.262069642,1.580213917,0.229415734,3,3.774571919,0.30952381,"Interoceptive",3.315789474,3.351096631,0.688888889,"Head",3.315789474,4.504688416,0.240310078,"Head",19,20,0.95,19,19,1,37.57894737,37.52631579,"PN_Sample_276.csv","MN_sample_276.csv"
"mercy",2.105263158,0,0.368421053,2.052631579,0,2.263157895,0.75,1.3,2.6,1.7,0.7,1.940639552,0,1.211542924,2.094269541,0,1.967573386,1.551739262,1.688973528,2.186080366,1.922169827,1.559352092,2.263157895,3.094084808,0.333333333,"Visual",2.6,2.94149133,0.269503546,"Head",2.6,3.804603498,0.187868416,"Head",19,19,1,20,20,1,33.94736842,36.65,"PN_Sample_738.csv","MN_sample_738.csv"
"mesh",0.25,0,3,0.6,0.1,3.6,0.777777778,2.611111111,1.722222222,0.444444444,0.777777778,0.550119604,0,1.946657054,1.187655807,0.447213595,1.729009452,1.395604678,2.118237027,1.994272846,1.041617646,1.060274967,3.6,4.196229136,0.476821192,"Visual",2.611111111,2.882065311,0.342105263,"Hand_arm",3.6,4.607736279,0.259303721,"Visual",20,20,1,18,19,0.947368421052632,38.4,42.11111111,"PN_Sample_416.csv","MN_sample_416.csv"
"mess",1.45,0.1,1.6,1.05,0.85,4.35,1.095238095,2.238095238,3.095238095,1.19047619,0.714285714,1.316894273,0.307793506,1.635140425,1.761428846,1.039989878,1.136708082,1.48002574,1.813966976,1.89485519,1.691716513,1.346954236,4.35,4.501731844,0.45212766,"Visual",3.095238095,3.536491804,0.285714286,"Head",4.35,5.135752303,0.239661654,"Visual",20,20,1,21,21,1,37.65,38.61904762,"PN_Sample_404.csv","MN_sample_404.csv"
"metal",1.473684211,0.473684211,3.631578947,0.315789474,0.842105263,4.421052632,0.8,2.3,2.3,0.9,0.65,1.540866317,0.696692268,1.605910137,0.945905303,1.25888654,1.017392608,1.50787407,2.028740859,2.054520049,1.618966532,1.348488433,4.421052632,5.170675684,0.367924528,"Visual",2.3,2.956773671,0.237410072,"Head",4.421052632,5.474729535,0.226711234,"Visual",19,19,1,20,20,1,38,41.1,"PN_Sample_255.csv","MN_sample_255.csv"
"metaphor",3.388888889,0.055555556,0.111111111,0.222222222,0.111111111,1.388888889,0,0.090909091,2.909090909,2.818181818,0,2.061949075,0.23570226,0.471404521,0.646761667,0.471404521,1.819466272,0,0.294244943,2.044949433,2.038588766,0,3.388888889,3.465317241,0.631578947,"Auditory",2.909090909,3.608883768,0.5,"Head",3.388888889,4.458302074,0.305416477,"Auditory",18,18,1,22,22,1,33.44444444,41.45454545,"PN_Sample_719.csv","MN_sample_719.csv"
"metaphysics",2.4375,0,0.4375,0.4375,0,1.9375,0.157894737,0.736842105,2.315789474,1,0.473684211,2.096624271,0,0.892094913,1.030776406,0,1.842778699,0.688247202,1.62761261,2.161600014,1.732050808,1.428613199,2.4375,2.798760147,0.464285714,"Auditory",2.315789474,2.406094555,0.460674157,"Head",2.4375,3.297409449,0.245364238,"Auditory",16,19,0.842105263157895,19,20,0.95,40,36.36842105,"PN_Sample_513.csv","MN_sample_513.csv"
"method",1.45,0.1,0.25,0.55,0.1,2.7,0.388888889,1.111111111,2.166666667,0.611111111,0.222222222,1.538112309,0.307793506,0.550119604,1.145931017,0.447213595,1.688973528,0.916443823,1.604731566,2.202939213,1.195033295,0.646761667,2.7,2.840385164,0.504854369,"Visual",2.166666667,2.27927502,0.432098765,"Head",2.7,3.263468349,0.269430052,"Visual",20,20,1,18,18,1,36.85,36.77777778,"PN_sample_218.csv","MN_sample_218.csv"
